Zustand Uhrzeit: 10:59:02: STR 1 | EIN 0 | BAU 0 | PAR 11 [STA 1] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:59:11: STR 1 | EIN 0 | BAU 0 | PAR 11 [STA 1] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:12: STR 1 | EIN 0 | BAU 1 | PAR 11 [STA 1] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:24: STR 0 | EIN 1 | BAU 1 | PAR 11 [STA 1] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:32: STR 0 | EIN 1 | BAU 0 | PAR 11 [STA 1] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:59:42: STR 0 | EIN 1 | BAU 0 | PAR 11 [STA 1] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:59:43: STR 0 | EIN 0 | BAU 1 | PAR 11 [STA 1] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:00:03: STR 0 | EIN 0 | BAU 0 | PAR 12 [STA 0] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:01:04: STR 0 | EIN 0 | BAU 0 | PAR 11 [STA 0] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:51:41: STR 0 | EIN 0 | BAU 0 | PAR 10 [STA 0] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:56:03: STR 0 | EIN 0 | BAU 0 | PAR 9 [STA 0] | AUS 3 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:09:25: STR 0 | EIN 0 | BAU 0 | PAR 8 [STA 0] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:49:05: STR 0 | EIN 0 | BAU 0 | PAR 7 [STA 0] | AUS 5 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:06: STR 0 | EIN 0 | BAU 1 | PAR 7 [STA 0] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:07: STR 0 | EIN 0 | BAU 2 | PAR 7 [STA 0] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:08: STR 0 | EIN 0 | BAU 3 | PAR 7 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:09: STR 0 | EIN 0 | BAU 4 | PAR 7 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:10: STR 0 | EIN 0 | BAU 5 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:26: STR 0 | EIN 0 | BAU 4 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:27: STR 0 | EIN 0 | BAU 3 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:28: STR 0 | EIN 0 | BAU 2 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:29: STR 0 | EIN 0 | BAU 1 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:49:30: STR 0 | EIN 0 | BAU 0 | PAR 7 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:57:22: STR 0 | EIN 0 | BAU 0 | PAR 6 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:52: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:53: STR 0 | EIN 0 | BAU 2 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:54: STR 0 | EIN 0 | BAU 3 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:54:12: STR 0 | EIN 0 | BAU 2 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:54:13: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:54:14: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:35: STR 0 | EIN 0 | BAU 0 | PAR 4 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:36: STR 0 | EIN 0 | BAU 1 | PAR 4 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:56: STR 0 | EIN 0 | BAU 0 | PAR 4 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:15:38: STR 0 | EIN 0 | BAU 0 | PAR 3 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:53: STR 0 | EIN 0 | BAU 1 | PAR 2 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:54: STR 0 | EIN 0 | BAU 2 | PAR 2 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:55: STR 0 | EIN 0 | BAU 3 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:11:13: STR 0 | EIN 0 | BAU 2 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:11:14: STR 0 | EIN 0 | BAU 1 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:11:15: STR 0 | EIN 0 | BAU 0 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:28:49: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:00: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:01: STR 0 | EIN 0 | BAU 2 | PAR 0 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:02: STR 0 | EIN 0 | BAU 3 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:20: STR 0 | EIN 0 | BAU 2 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:21: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:22: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
